Ticker,Last Price,Last Price (1 Week),Last Price (1 Year),Last Price,Mkt Cap,Revenue,PM,Ind Group,Ind Sector,BEst EPS,52W High,52W Low,Dividend Per Share Ind Annual - Net,Dvd P/O,Ticker,ROE,BEst NAV,Beta,SA ESG Risk Score,SA ESG Risk Percentile Universe,StandrdAndPoor Glbl ESG Rnk,ESG Disc Score,Env Disc Sc,Gov Disc Sc,Soc Disc Sc,MSCI ESG Rating,ESG Scr,Number of Employees,Volatil 30D,Volatil 60D,Volatility 180 Day,Volatil 360D,Tot Assets,Net Debt,Total Liab,Debt/MC
STANLEY BLACK &,89.69,89.69,89.69,89.69,13722904488,16947.4,6.269398256,Hand/Machine Tools,Industrial,0.771,104.2,71.28,3.24,281.4501511,SWK,-0.625693146,9270.5,1.141410232,24.46733656,47.09,99,62.04607182,48.92781637,93.73871162,43.34945586,BBB,5.44,54200,38.20657008,32.63862809,33.25331515,40.489059,24963.3,7501.9,15249.1,0.591900935
SKYWORKS SOLUTIO,94.61,94.61,94.61,94.61,15147725905,4772.4,20.59341212,Semiconductors,Technology,1.954,123.69,85.06,2.72,41.1961742,SWKS,17.01567735,6161.636,1.149527073,27.95424688,61.47,77,52.01689971,39.74630021,84.97892836,31.19709794,A,4.9,9750,29.32644941,29.00220725,29.01211844,36.17219337,8426.7,770.8,2344,0.099638719
SYNCHRONY FINANC,29.52,29.52,29.52,29.52,12211366664,17526,17.20871848,Diversified Finan Serv,Financial,0.977,37.99,26.6,1,14.59314055,SYF,18.46592033,13834.909,1.139893651,17.24644063,18.04,85,45.56885625,26.48746602,87.47742324,22.58162031,AA,4.33,18500,35.0667601,30.48381215,32.01137967,37.21898051,104564,3897,91691,1.247280539
STRYKER CORP,294.22,294.22,294.22,294.22,1.11757E+11,18449,12.78118055,Healthcare-Products,"Consumer, Non-cyclical",3.265,306.77,224.43,3,44.57167091,SYK,15.04306331,18763,1.035428524,28.2564875,62.76,93,47.18841163,35.63877982,84.97892836,20.7980653,BBB,6.04,51000,21.85985014,27.93489707,21.93488991,26.69748911,36884,11598,20268,0.118014548
SYSCO CORP,72.04,72.04,72.04,72.04,36317303700,76324.675,2.3192028,Food,"Consumer, Non-cyclical",0.876,87.2,62.235,2,56.46524981,SYY,111.5624749,2213.333,0.878486514,15.90244,13.93,78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.75,72000,16.35213727,20.1683174,19.00337194,22.03380118,22821.145,10420.666,20779.311,0.322111936
AT&T INC,16.135,16.135,16.135,16.135,1.1533E+11,120741,-7.059739442,Telecommunications,Communications,0.565,22.72,13.44,1.11,#N/A N/A,T,-10.18446855,120703.3,0.663822293,23.91366094,44.48,90,71.91429434,63.06251888,99.307646,53.26481258,BBB,5.59,160700,29.26393721,26.15108958,29.87544779,27.90170889,402853,154525,296396,1.381004443
MOLSON COORS-B,60.03,60.03,60.03,60.03,12974488458,10701,-1.638164658,Beverages,"Consumer, Non-cyclical",1.104,70.88,48.49,1.64,#N/A N/A,TAP,1.931383275,13553.8,0.735769093,21.35104031,33.66,72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,5.87,16600,18.23836234,23.4222539,22.38977841,25.24988091,25868.3,6106.3,12953.1,0.492504966
TRANSDIGM GROUP,969.29,969.29,969.29,969.29,53615407866,6585,19.71146545,Aerospace/Defense,Industrial,6.308,978.65,578.288,#N/A Field Not Applicable,0,TDG,#N/A N/A,-3604.429,1.094935656,38.7184625,90.68,45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,3.47,15500,33.29555563,27.3098979,24.00299508,27.17160076,19970,16538,21948,0.373213611
TELEDYNE TECH,395.04,395.04,395.04,395.04,18639842703,5458.6,14.44692778,Miscellaneous Manufactur,Industrial,5.045,448.71,365,#N/A N/A,0,TDY,9.615853361,8927,0.957040906,35.45898125,84.91,82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,2.72,14700,20.00690259,18.03509853,20.94917719,24.61641288,14354,3437.8,6181.1,0.174041168
BIO-TECHNE CORP,63.8,63.8,63.8,63.8,10074179142,1136.702,25.09567151,Healthcare-Products,"Consumer, Non-cyclical",0.414,89.9,51.81,0.32,17.63622529,TECH,13.1588466,#N/A N/A,1.144102693,17.4323375,18.62,60,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.18,3050,45.77317237,35.61502703,32.1144589,34.72107667,2638.692,250.655,672.176,0.054548365
TE CONNECTIVITY,131.37,131.37,131.37,131.37,40805318808,16034,11.9121866,Electronics,Industrial,1.707,146.34,111.97,2.36,38.05147059,TEL,17.08942871,11688.8,1.090404391,14.8030175,10.81,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.58,90000,27.64549003,23.69898017,21.60503546,26.36117978,21712,2948,10057,0.112950962
TERADYNE INC,92.53,92.53,92.53,92.53,14158099000,3155.045,22.67799667,Semiconductors,Technology,0.719,119.05,81.15,0.44,9.742957732,TER,21.46762008,2406,1.32399559,17.0333025,17.39,73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.92,6500,33.91088319,29.92419325,31.41366424,38.08219924,3501.252,-872.277,1049.958,0.007834314
TRUIST FINANCIAL,31.46,31.46,31.46,31.46,41917187660,25356,27.17603647,Banks,Financial,0.892,53.34,25.56,2.08,44.81187785,TFC,9.745429256,62521.889,1.064950943,18.03215313,20.71,84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.7,53999,40.26098159,37.14643487,48.78114781,41.29814135,555255,43568,494718,1.578183168
TELEFLEX INC,217.96,217.96,217.96,217.96,10242521045,2791.041,13.01088017,Healthcare-Products,"Consumer, Non-cyclical",3.261,276.28,177.89,1.36,17.57466742,TFX,9.838024589,4327.143,1.039593816,29.39058125,67.19,85,46.76591892,17.12473573,87.47742324,35.55018138,AA,3.06,15500,41.95383679,34.60526896,29.68660052,32.68824852,6928.063,1559.383,2906.095,0.209853901
TARGET CORP,130.58,130.58,130.58,130.58,60246864900,109120,2.547653959,Retail,"Consumer, Cyclical",2.353,181.66,102.95,4.4,66.00719424,TGT,30.86729274,13107.4,1.143624187,18.53195132,22.66,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.79,440000,54.73125989,42.98624625,32.81885148,35.67935282,53335,16844,42103,0.315800665
TJX COS INC,90.35,90.35,90.35,90.35,1.03333E+11,49936,7.004966357,Retail,"Consumer, Cyclical",1.108,93.78,72.92,1.33,39.33333333,TJX,65.75618857,7215.111,0.877652109,14.37810625,9.79,86,57.80102605,39.65569314,97.50150512,36.09431681,A,3.33,329000,17.94629184,15.25672937,15.85865982,21.64782812,28349,7267,21985,0.121151587
THERMO FISHER,487.8,487.8,487.8,487.8,1.88229E+11,44915,15.47367249,Healthcare-Products,"Consumer, Non-cyclical",5.645,609.85,416,1.4,6.768345324,TMO,13.36903811,47049.125,0.969079316,12.77410893,6.31,82,62.63957348,52.31048022,100,35.45949214,BBB,4.24,130000,30.90298146,24.58256734,22.90908519,26.75194023,97154,27549,53006,0.187452514
T-MOBILE US INC,149.44,149.44,149.44,149.44,1.72673E+11,79571,3.254954695,Telecommunications,Communications,1.934,153.34,124.92,2.6,0,TMUS,11.53891789,63347,0.771485686,24.63010518,47.81,63,63.20289709,48.14255512,100,41.32406288,BB,5.03,71000,15.5833515,16.63105442,19.81432581,21.71406447,211338,107285,141682,0.65961562
TAPESTRY INC,30.38,30.38,30.38,30.38,6960391667,6660.9,14.05215511,Apparel,"Consumer, Cyclical",1.458,47.47,25.99,1.4,30.30769231,TPR,40.06336837,2711,1.08225143,14.84462813,10.93,82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,N.S.,4.32,14700,33.44503198,29.37341313,36.4977875,37.85998304,7116.8,2552.9,4839,0.466525471
TARGA RESOURCES,86.95,86.95,86.95,86.95,19374349884,20929.8,5.71195138,Pipelines,Energy,1.604,90.6,64.92,2,35.48394291,TRGP,35.72158835,2880.4,0.857388556,33.21482956,79.52,76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.63,2850,30.40064012,28.47711703,26.24692777,33.8447406,19560,11360.4,14577.8,0.668714051
TRIMBLE INC,43.66,43.66,43.66,43.66,10863679564,3676.3,12.23240758,Electronics,Industrial,0.595,62,39.63,#N/A Field Not Applicable,0,TRMB,8.156037031,4396.875,1.239748597,12.41366875,5.68,87,49.12986621,32.82996074,93.73871162,20.64691657,AA,3.98,11825,51.23688672,42.52994959,32.1919162,36.85779191,7269,1389.1,3218.8,0.290674995
T ROWE PRICE GRP,98.05,98.05,98.05,98.05,21900091752,6488.4,24.01054189,Diversified Finan Serv,Financial,1.488,132.76,87.44,4.88,71.28400578,TROW,17.23783825,9392.5,1.418039083,18.9497375,24.32,89,51.39322,28.69223799,93.73871162,31.59008464,BBB,4.97,7868,30.57531783,26.20498784,27.37195999,36.04721135,11643.3,-1426,1956.4,0.014127795
TRAVELERS COS IN,176.07,176.07,176.07,176.07,40186882524,36884,7.705238044,Insurance,Financial,4.903,194.4,157.41,4,31.00637845,TRV,10.87152743,20922.308,0.678233564,21.34036875,33.58,55,52.26838346,24.22228934,93.73871162,38.69407497,A,2.48,31850,24.13979086,19.6204471,21.20648935,22.30475133,115717,6771,94157,0.199841329
TRACTOR SUPPLY,198.49,198.49,198.49,198.49,21443371221,14204.717,7.664439918,Retail,"Consumer, Cyclical",2.236,250.84,185.68,4.12,37.63313714,TSCO,55.78065265,2114.857,0.838954926,16.09990625,14.51,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.89,24000,32.75864901,26.08303319,24.1855031,27.37063579,8489.99,4067.658,6447.574,0.232113176
TESLA INC,232.76,232.76,232.76,232.76,7.40562E+11,81462,15.41332155,Auto Manufacturers,"Consumer, Cyclical",0.74,299.29,101.83,#N/A Field Not Applicable,0,TSLA,23.05260563,56632.8,1.611590028,25.22634688,50.4,70,51.18197364,36.63545757,97.50150512,19.2261185,A,5.61,127855,57.62493351,52.31628691,50.7679746,58.60102467,82338,-16437,36440,0.011055125
TYSON FOODS-A,47.98,47.98,47.98,47.98,17030197402,52881,-1.225392863,Food,"Consumer, Non-cyclical",0.372,74.07,44.94,1.96,#N/A N/A,TSN,-3.425399762,18229.5,0.687488496,37.76471158,89.35,90,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.56,139000,23.33025561,23.27773401,31.13176479,28.05817399,36251,9462,17996,0.589247427
TRANE TECHNOLOGI,227.72,227.72,227.72,227.72,51837481411,15991.7,10.98382286,Building Materials,Industrial,2.131,229.87,162.14,3,35.06745432,TT,31.23898534,6566.167,1.094851136,15.2020825,11.92,98,68.41364048,62.88130474,100,42.23095526,AAA,4.78,39000,45.00589132,35.57504458,28.57656878,28.92000981,18081.6,4085.1,11976.4,0.093071651
TAKE-TWO INTERAC,156.27,156.27,156.27,156.27,26581569006,5349.9,-21.02282286,Software,Technology,0.727,157.55,96.03,#N/A Field Not Applicable,#N/A N/A,TTWO,-16.94283347,8445,0.861612201,15.37739531,12.4,70,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.24,11580,29.37994699,25.59097016,27.32988709,34.23647538,15862.1,2472.6,6819.6,0.132223196
TEXAS INSTRUMENT,153.87,153.87,153.87,153.87,1.39727E+11,20028,43.68384262,Semiconductors,Technology,1.48,188.12,139.5,5.2,49.33409874,TXN,45.37863704,16681.077,0.992698908,20.65486125,30.81,83,70.27462026,69.4654183,93.04635762,48.21644498,AAA,5.09,33000,26.1139072,21.50556828,23.95697182,27.64441831,27207,87,12630,0.08031364
TEXTRON INC,77.78,77.78,77.78,77.78,15243344391,12869,6.690496542,Miscellaneous Manufactur,Industrial,1.529,81.36,61.32,0.08,1.975025522,TXT,13.72478126,7138,0.933663309,33.61315,80.54,68,52.57016397,45.21292661,87.47742324,24.87908102,A,4.47,34000,18.12915985,20.47513717,24.41899649,26.70321736,16293,1291,9180,0.256046173
TYLER TECHNOLOG,413.18,413.18,413.18,413.18,17404871171,1850.204,8.876858984,Software,Technology,1.862,425.03,301.8,#N/A Field Not Applicable,0,TYL,5.855134738,#N/A N/A,1.23742044,19.61645375,27.03,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.79,7200,35.20992608,28.53662705,26.11145526,32.62589052,4687.417,835.287,2063.028,0.045320358
UNITED AIRLINES,39.84,39.84,39.84,39.84,13000541379,44955,1.639417195,Airlines,"Consumer, Cyclical",1.684,58.22,33.68,#N/A Field Not Applicable,0,UAL,41.61151916,9620.714,1.333537221,28.69492813,64.48,53,54.09918519,27.48414376,93.73871162,40.93107618,N.S.,3.7,92800,44.35329793,36.73142389,36.33452286,40.49076055,67358,20019,60462,2.693272455
UDR INC,33.12,33.12,33.12,33.12,10884231954,1517.386,5.728535785,REITS,Financial,0.129,45.46,30.95,1.68,592.5682567,UDR,11.26162129,4091.8,0.936200082,13.92313125,8.66,75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,6.39,#N/A N/A,34.38636353,26.97955774,23.36205884,26.20662077,11038.47,5675.348,6100.325,0.545699782
UNIVERSAL HLTH-B,138.09,138.09,138.09,138.09,9416970804,13399.37,5.042095263,Healthcare-Services,"Consumer, Non-cyclical",2.889,158.5,113.83,0.8,8.653633859,UHS,11.33932559,6151.714,0.986131191,33.0017125,78.93,51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,CCC,1.85,59700,17.84533284,23.78204838,24.66597427,31.85486342,13494.188,5168.46,7524.143,0.571716119
ULTA BEAUTY INC,409.34,409.34,409.34,409.34,20135502014,10208.58,12.17023327,Retail,"Consumer, Cyclical",4.99,556,368.02,#N/A Field Not Applicable,0,ULTA,66.08255288,2133.6,0.851425529,15.89309313,13.9,81,47.72155719,32.19571127,87.47742324,23.33736397,AA,4.45,18500,23.69421152,21.90227615,29.35576427,27.69915898,5370.411,1165.299,3410.6,0.093387242
UNITEDHEALTH GRP,543.62,543.62,543.62,543.62,5.02669E+11,324162,6.206773157,Healthcare-Services,"Consumer, Non-cyclical",5.97,552.6,445.82,7.52,29.77634195,UNH,27.25524695,92403,0.627919614,15.2999,12.18,100,56.31224223,41.8000604,91.24021674,35.7617896,AA,6.26,400000,13.22304835,16.16672614,21.47669727,22.34524367,245705,34542,159358,0.126065027
UNION PAC CORP,223.93,223.93,223.93,223.93,1.36416E+11,24875,28.13266332,Transportation,Industrial,2.535,240.44,183.7,5.2,45.15575879,UNP,49.44265351,14580,0.852371693,23.45279375,42.42,97,69.5805251,63.69676835,93.73871162,51.20918984,A,4.91,30717,19.58952065,18.25182089,21.03641201,25.21500007,65449,33938,53286,0.252778772
UNITED PARCEL-B,150.32,150.32,150.32,150.32,1.28002E+11,100338,11.50909924,Transportation,Industrial,2.504,197.72,133.72,6.48,46.44094215,UPS,47.35443879,19871.778,1.013833165,18.56768344,22.8,85,59.85313349,39.98791906,91.60144491,47.85368803,A,3.75,536000,30.67712034,24.53292796,24.601359,26.06685911,71124,15926,51321,0.198747174
UNITED RENTALS,463.05,463.05,463.05,463.05,31388233866,11642,18.08108572,Commercial Services,"Consumer, Non-cyclical",10.851,492.17,325.2,5.92,0,URI,33.79403218,8150.429,1.328651071,17.17920141,17.85,84,54.02876974,53.97160979,85.34015653,22.64207981,AA,#N/A Field Not Applicable,24600,40.89897483,35.03403137,38.92672811,38.40127601,24183,12168,17121,0.411555491
US BANCORP,36.78,36.78,36.78,36.78,57220205921,27401,24.08617268,Banks,Financial,0.954,49.945,27.27,1.92,50.887475,USB,11.86961443,54387.333,1.079379678,30.256925,70.33,79,46.70556282,28.54122622,87.47742324,23.94195889,A,4.31,76646,47.78398188,38.96875524,43.95717086,37.16240905,674805,19003,623573,1.135507972
VISA INC-CLASS A,253.77,253.77,253.77,253.77,5.22977E+11,32653,52.89866168,Diversified Finan Serv,Financial,2.344,254.53,202.14,2.08,17.51670237,V,49.1464178,40444.333,0.97651726,16.443435,15.52,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.31,28800,16.60367469,16.16926001,16.00730927,20.42704712,90499,-4073,51766,0.04011842
VF CORP,16.62,16.62,16.62,16.62,6463242174,11612.475,1.021177656,Apparel,"Consumer, Cyclical",0.822,34.39,12.85,0.36,591.859804,VFC,-8.125338365,2519.111,1.145079017,14.04295,8.95,73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.45,33000,102.2280778,79.2278463,57.13422656,53.51324081,13990.488,7336.086,11079.775,1.207230797
VICI PROPERTIES,28.52,28.52,28.52,28.52,29473819671,2600.697,42.97444108,REITS,Financial,0.641,35.065,26.63,1.66,123.9512446,VICI,10.33176362,24847.286,0.848308325,15.258365,12.08,36,44.73393019,29.35668982,84.97892836,19.70979444,BBB,3.85,#N/A N/A,24.99626365,21.68150859,20.5966464,21.57790559,37575.826,13546.828,15285.713,0.566881836
VALERO ENERGY,125.3,125.3,125.3,125.3,42617899280,176383,6.535777257,Oil&Gas,Energy,3.703,152.15,104.18,4.08,13.43164469,VLO,44.88065655,26428,0.683856726,32.55817625,77.57,79,62.90111659,41.89066747,100,46.67472793,A,4.97,9743,26.31666021,30.55272601,32.27680987,39.26922721,60982,7860,35514,0.268455278
VERALTO CORP,72.9,72.9,72.9,72.9,17946005033,4879,14.53166633,Environmental Control,Industrial,0.787,88.99,66.15,#N/A N/A,#N/A N/A,VLTO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,N.S.,#N/A Field Not Applicable,#N/A N/A,35.87946257,46.33738012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.145101932
VULCAN MATERIALS,211.41,211.41,211.41,211.41,28101392617,7315.2,7.868547682,Building Materials,Industrial,1.394,229.69,159.76,1.72,35.77919892,VMC,11.54424571,7580.333,0.92339766,29.2774625,66.72,65,55.48737552,39.56508608,91.24021674,35.51995163,A,#N/A Field Not Applicable,11397,29.5845879,26.32885555,23.31419716,25.79257109,14234.6,4467.9,7282.4,0.159426263
VERISK ANALYTI,240.36,240.36,240.36,240.36,34837370156,2497,38.20184221,Commercial Services,"Consumer, Non-cyclical",1.432,249.21,169.77,1.36,18.73860036,VRSK,42.27512113,474.8,0.974235356,17.5298674,18.97,95,51.24232975,35.48776805,93.73871162,24.33494559,A,3.85,7000,18.51458514,16.60090398,18.6282065,23.3985585,6961.1,3843,5193.4,0.08884999
VERISIGN INC,214.71,214.71,214.71,214.71,21908618000,1424.9,47.28752895,Internet,Communications,1.865,229.71,188.61,#N/A Field Not Applicable,0,VRSN,#N/A N/A,#N/A N/A,1.077897072,21.30129375,33.42,55,37.33024847,0.332225914,84.97892836,26.5114873,A,2.87,914,27.14082258,21.0664127,19.03750605,24.55818895,1733.4,809.1,3295.6,0.081817119
VERTEX PHARM,352.65,352.65,352.65,352.65,90786939387,8930.7,37.19753211,Biotechnology,"Consumer, Non-cyclical",4.086,387.02,282.48,#N/A Field Not Applicable,0,VRTX,23.48962847,17711,0.677879035,22.71893669,39.28,93,55.21577306,44.91090305,91.24021674,29.35308343,A,3.19,4800,29.35528641,23.73175331,21.79904842,26.39962684,18150.9,-9878.8,4238.2,0.008202722
VENTAS INC,44.59,44.59,44.59,44.59,17926062279,4129.193,-1.149062299,REITS,Financial,-0.083,53.14,39.33,1.8,#N/A N/A,VTR,0.04784201,#N/A N/A,0.9030568,12.8643625,6.5,98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.65,451,28.07105564,28.03210723,27.52884605,29.2376516,24157.84,12364.656,13671.513,0.757900078
VIATRIS INC,9.345,9.345,9.345,9.345,11198928785,16262.7,12.78139546,Pharmaceuticals,"Consumer, Non-cyclical",0.647,12.395,8.745,0.48,27.99037814,VTRS,9.14654701,21433.333,0.968670428,30.17788275,70.05,81,61.57328237,55.14950166,91.24021674,38.21039903,BB,3.97,37000,29.12113215,27.26645767,26.00543644,30.08796752,50022.2,18241.1,28949.9,1.663846637
VERIZON COMMUNIC,37.35,37.35,37.35,37.35,1.56939E+11,136835,15.53403734,Telecommunications,Communications,1.086,44.72,30.14,2.66,51.10166541,VZ,22.56477817,100695.778,0.586595118,18.7261375,23.37,61,46.81621567,22.53095741,87.47742324,30.29020556,AA,5.2,117100,33.05439328,27.60687497,25.49926317,24.66935389,379680,173726,287217,1.096412453
WABTEC CORP,116.2,116.2,116.2,116.2,20821877575,8362,7.56995934,Machinery-Diversified,Industrial,1.564,119.62,91.89,0.68,17.27014218,WAB,7.502350671,10523,0.972736061,23.63003125,43.18,78,48.3653556,37.69254002,93.73871162,13.48246675,A,3.6,27000,24.77045057,23.31557261,22.88118021,25.09278435,18516,3795,8369,0.209587247
WATERS CORP,276.09,276.09,276.09,276.09,16328505968,2971.956,23.81445082,Healthcare-Products,"Consumer, Non-cyclical",3.56,351.85,232.36,#N/A Field Not Applicable,0,WAT,101.1949568,1109.625,0.971703529,14.6224875,10.39,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,4.75,8200,38.42638175,33.23343337,30.07502072,31.79041757,3281.453,1182.024,2776.965,0.158738405
WALGREENS BOOTS,20.685,20.685,20.685,20.685,17848475491,139081,-2.214536853,Retail,"Consumer, Cyclical",0.633,42.29,20.005,1.92,#N/A N/A,WBA,-13.60003532,28601,0.887786031,16.25283125,14.99,90,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.06,331000,43.20489858,42.44003129,33.72468169,33.07603293,96629,33770,68140,1.93344244
WARNER BROS DISC,10.685,10.685,10.685,10.685,26043881014,33817,-21.79672946,Media,Communications,-0.054,16.335,8.825,#N/A N/A,#N/A N/A,WBD,-10.34826511,44720.667,#N/A N/A,20.11546406,28.79,72,33.0852027,1.238296587,84.97892836,12.84764208,BBB,1.6,37500,83.17748754,69.39470336,55.54425207,58.44148525,134001,48871,85334,1.720173732
WESTERN DIGITAL,46.87,46.87,46.87,46.87,15197277097,12318,-13.84965092,Computers,Technology,-1.14,47.415,29.74,#N/A Field Not Applicable,#N/A N/A,WDC,-22.1780927,10305.125,1.339346766,11.1325825,3.85,80,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.45,53000,47.85457136,40.57543004,38.59912072,42.54445528,24429,5331,12706,0.533779831
WEC ENERGY GROUP,81.18,81.18,81.18,81.18,25569123083,9597.4,14.6841853,Electric,Utilities,1.139,101.11,75.51,3.12,65.1871316,WEC,11.82162408,12087,0.661730349,27.45591125,59.19,75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.73,7022,18.70382805,21.73558827,19.85168428,22.121664,41872.1,17295,30255.5,0.712527369
WELLTOWER INC,88.51,88.51,88.51,88.51,49180964061,5860.615,2.409542343,REITS,Financial,0.257,89.69,62.64,2.44,798.5974478,WELL,1.198646556,23092.75,0.920823097,13.23229844,7.23,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.87,514,23.17111226,24.08405801,25.40036138,27.88366095,37893.233,14332.231,16499.237,0.329382583
WELLS FARGO & CO,42.66,42.66,42.66,42.66,1.54817E+11,82859,17.8654198,Banks,Financial,1.197,48.83,35.255,1.4,34.68732908,WFC,11.02186708,#N/A N/A,1.020273328,36.23708906,86.81,71,62.56915803,42.10208396,100,45.46553809,BB,4.7,238698,24.72482476,23.34966079,28.73830974,29.23898457,1881016,3287,1699141,1.857259665
WHIRLPOOL CORP,108.72,108.72,108.72,108.72,5958134055,19724,-7.701277631,Home Furnishings,"Consumer, Cyclical",3.77,160.67,98.41,7,#N/A N/A,WHR,-51.77827619,#N/A N/A,1.096272469,19.0682225,24.86,99,62.61945478,63.33434008,93.73871162,30.65296252,AAA,5.79,61000,62.2893896,46.56674224,35.84042816,36.25940682,17124,6409,14618,1.384493857
WASTE MANAGEMENT,171.46,171.46,171.46,171.46,68987375137,19698,11.36155955,Environmental Control,Industrial,1.531,173.71,148.36,2.8,48.1233244,WM,33.09455587,7082.545,0.682792187,16.64658487,16.21,100,70.20420481,62.88130474,100,47.61185006,A,5.68,49500,21.55812878,17.63530589,16.30006074,18.23023908,31367,15157,24503,0.223664112
WILLIAMS COS INC,36.155,36.155,36.155,36.155,43958179513,10965,18.68673051,Pipelines,Energy,0.457,36.31,27.8,1.79,101.2218964,WMB,23.44331861,11829.75,0.804986298,22.021547,36.53,99,68.00120712,53.63938387,93.73871162,56.52962515,A,5.85,5043,18.06700521,18.65687516,19.7285544,24.54790271,48433,22575,34388,0.5835319
WALMART INC,154.63,154.63,154.63,154.63,4.16197E+11,611289,1.910716535,Retail,"Consumer, Cyclical",1.646,169.94,136.1,2.28,52.34589041,WMT,21.4779611,81250.286,0.722406626,25.264475,50.52,90,54.2601348,35.09513742,100,27.50906892,BBB,3.9,2100000,28.43862343,21.69393074,15.96923036,20.18329856,243197,50298,159206,0.16756267
WR BERKLEY CORP,71.22,71.22,71.22,71.22,18357910100,11166.499,12.36790511,Insurance,Financial,1.353,75.5886,55.0732,0.44,17.84121785,WRB,20.60442728,7660.2,0.6079216,21.59140156,34.69,50,33.27633035,6.433101782,71.7037929,21.55380895,BB,1.58,8186,25.39162692,21.44657474,23.30460413,24.40840483,33861.099,1591.936,27092.938,0.165195002
WESTROCK CO,37,37,37,37,9479097936,20310,-8.119153127,Packaging&Containers,Industrial,0.358,39.3,26.84,1.21,#N/A N/A,WRK,-15.3518878,#N/A N/A,1.058473825,20.4237,29.87,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.95,56100,30.72599945,29.89952709,29.4145331,34.5254178,27443.7,8955.5,17346,0.986264734
WEST PHARMACEUT,352.78,352.78,352.78,352.78,26083578365,2886.9,20.29512626,Healthcare-Products,"Consumer, Non-cyclical",1.778,415.38,221.2,0.8,9.353131934,WST,20.95523506,2985,1.181622028,18.33954375,21.89,63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.02,10700,38.92644056,30.12373853,25.84500048,37.52270264,3616.8,-576.4,931.9,0.01176219
WILLIS TOWERS WA,243.29,243.29,243.29,243.29,25122224419,8866,11.38055493,Insurance,Financial,7.031,258.43,195.42,3.36,35.17635844,WTW,10.60889443,9631,0.816896915,18.66078906,23.13,49,40.13680716,18.12141347,84.97892836,17.14026602,A,#N/A Field Not Applicable,46600,32.95522537,25.23590316,24.6226236,23.94956306,31769,4221,21676,0.234931426
WEYERHAEUSER CO,31.92,31.92,31.92,31.92,23287031900,10184,18.46032993,REITS,Financial,0.172,35.08,27.65,0.76,85.63466383,WY,5.990695908,#N/A N/A,0.98185724,16.68003922,16.35,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,#N/A Field Not Applicable,9264,28.58573622,24.27291782,21.94520904,27.14052478,17340,3590,6591,0.243869636
WYNN RESORTS LTD,87.53,87.53,87.53,87.53,9885033307,3756.825,-11.28229289,Lodging,"Consumer, Cyclical",1.17,117.85,73.39,1,#N/A N/A,WYNN,#N/A N/A,-1568,1.085306764,25.70305938,52.36,49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,5.36,27000,35.96914454,32.04431473,30.86972135,42.76185909,13415.1,10109.897,15055.465,1.356169836
XCEL ENERGY INC,60.18,60.18,60.18,60.18,33158642609,15310,11.33899412,Electric,Utilities,0.826,72.99,53.74,2.08,61.40552995,XEL,10.33449084,17520,0.671266496,26.449697,55.36,55,71.36103008,58.44155844,100,55.53204353,AA,5.4,11982,19.95672802,21.19402597,20.0849127,22.41437424,61188,25921,44513,0.817946631
